Measure Info,Geo Place Name,Time Period,Start_Date,Data Value
mcg/m3,East New York,Summer 2011,06/01/2011,11.6
mcg/m3,Fordham - Bronx Pk,Summer 2014,06/01/2014,8.8
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2009,12/01/2008,10.8
mcg/m3,East Harlem,Summer 2014,06/01/2014,9.3
mcg/m3,Flushing - Clearview,Annual Average 2015,01/01/2015,8.5
ppb,Williamsbridge and Baychester (CD12),Summer 2010,06/01/2010,17.5
ppb,Williamsbridge and Baychester (CD12),Summer 2011,06/01/2011,16.7
ppb,Bay Ridge and Dyker Heights (CD10),Summer 2010,06/01/2010,18.1
ppb,Bay Ridge and Dyker Heights (CD10),Winter 2020-21,12/01/2020,22.4
ppb,Borough Park (CD12),Summer 2011,06/01/2011,19
ppb,Bay Ridge and Dyker Heights (CD10),Winter 2015-16,12/01/2015,23.2
ppb,Washington Heights and Inwood (CD12),Summer 2013,06/01/2013,18.4
ppb,Washington Heights and Inwood (CD12),Summer 2012,06/01/2012,18.4
ppb,Central Harlem (CD10),Summer 2012,06/01/2012,21.9
ppb,Jamaica and Hollis (CD12),Summer 2012,06/01/2012,33.9
ppb,Williamsbridge and Baychester (CD12),Summer 2021,06/01/2021,30.3
ppb,Washington Heights and Inwood (CD12),Summer 2012,06/01/2012,32.8
ppb,Central Harlem (CD10),Summer 2021,06/01/2021,28.6
ppb,Washington Heights and Inwood (CD12),Summer 2021,06/01/2021,27.6
ppb,Upper East Side (CD8),Winter 2010-11,12/01/2010,36
ppb,Upper East Side (CD8),Annual Average 2021,01/01/2021,20.4
ppb,Central Harlem (CD10),Winter 2010-11,12/01/2010,33.3
ppb,Central Harlem (CD10),Annual Average 2013,12/01/2012,25.4
ppb,Central Harlem (CD10),Summer 2009,06/01/2009,28.2
ppb,Throgs Neck and Co-op City (CD10),Annual Average 2013,12/01/2012,17.4
ppb,Williamsbridge and Baychester (CD12),Summer 2009,06/01/2009,17.6
ppb,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,12/01/2010,29.4
ppb,Upper East Side (CD8),Annual Average 2015,01/01/2015,25.8
ppb,Port Richmond,Summer 2019,06/01/2019,27.3
ppb,Kingsbridge - Riverdale,Summer 2015,06/01/2015,28.7
ppb,Greenpoint,Summer 2019,06/01/2019,27.8
ppb,Kingsbridge - Riverdale,Summer 2019,06/01/2019,28.4
ppb,Long Island City - Astoria,Summer 2019,06/01/2019,28.4
ppb,Kingsbridge - Riverdale,Summer 2014,06/01/2014,13.6
ppb,Port Richmond,Summer 2014,06/01/2014,13.1
ppb,Port Richmond,Annual Average 2009,12/01/2008,21.4
ppb,Long Island City - Astoria,Annual Average 2009,12/01/2008,26.3
ppb,Long Island City - Astoria,Annual Average 2011,12/01/2010,25.2
mcg/m3,East Harlem,Summer 2012,06/01/2012,10.6
mcg/m3,East Harlem,Summer 2013,06/01/2013,10.5
mcg/m3,Upper East Side,Annual Average 2018,01/01/2018,8.7
mcg/m3,Upper East Side,Winter 2021-22,12/01/2021,7.1
mcg/m3,Flushing - Clearview,Winter 2011-12,12/01/2011,9.2
mcg/m3,Flushing - Clearview,Winter 2009-10,12/01/2009,9.5
mcg/m3,Upper East Side,Winter 2016-17,12/01/2016,9.1
ppb,Park Slope and Carroll Gardens (CD6),Winter 2017-18,12/01/2017,27.3
mcg/m3,Upper East Side,Winter 2009-10,12/01/2009,11.9
mcg/m3,Upper East Side,Annual Average 2014,12/01/2013,11.2
mcg/m3,East Harlem,Winter 2009-10,12/01/2009,10.2
mcg/m3,East Harlem,Annual Average 2014,12/01/2013,9.8
mcg/m3,East Harlem,Winter 2012-13,12/01/2012,11.4
mcg/m3,East Harlem,Summer 2019,06/01/2019,8.3
mcg/m3,East Harlem,Annual Average 2013,12/01/2012,9.7
mcg/m3,Upper East Side,Annual Average 2013,12/01/2012,11.1
mcg/m3,Sunset Park,Annual Average 2021,01/01/2021,7
mcg/m3,East Harlem,Summer 2017,06/01/2017,10.1
mcg/m3,Sunset Park,Summer 2018,06/01/2018,8.8
mcg/m3,Fordham - Bronx Pk,Summer 2018,06/01/2018,8.6
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2014,12/01/2013,9.2
mcg/m3,Bedford Stuyvesant - Crown Heights,Summer 2020,06/01/2020,7
mcg/m3,Sunset Park,Winter 2009-10,12/01/2009,10.6
mcg/m3,Crotona -Tremont,Summer 2020,06/01/2020,7.3
mcg/m3,Stuyvesant Town and Turtle Bay (CD6),Winter 2011-12,12/01/2011,12.2
mcg/m3,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014,12/01/2013,12.4
mcg/m3,Park Slope and Carroll Gardens (CD6),Annual Average 2014,12/01/2013,10
mcg/m3,Park Slope and Carroll Gardens (CD6),Summer 2018,06/01/2018,9
mcg/m3,Hillcrest and Fresh Meadows (CD8),Summer 2020,06/01/2020,6.7
ppb,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2016,12/31/2015,28.4
ppb,Crown Heights and Prospect Heights (CD8),Winter 2021-22,12/01/2021,22.3
"per 100,000 children",East Harlem,2005-2007,01/01/2005,354.2
"per 100,000 children",Sunset Park,2005-2007,01/01/2005,47
mcg/m3,East Harlem,Annual Average 2011,12/01/2010,11.1
mcg/m3,East Harlem,Annual Average 2021,01/01/2021,6.8
mcg/m3,Upper West Side,Winter 2010-11,12/01/2010,14.4
mcg/m3,Flushing - Clearview,Winter 2014-15,12/01/2014,9.2
mcg/m3,East New York,Winter 2014-15,12/01/2014,9.1
mcg/m3,Fordham - Bronx Pk,Annual Average 2017,01/01/2017,7.5
mcg/m3,Bedford Stuyvesant - Crown Heights,Winter 2010-11,12/01/2010,12.8
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2013,12/01/2012,8.8
mcg/m3,Pelham - Throgs Neck,Annual Average 2013,12/01/2012,8.7
mcg/m3,East New York,Summer 2009,06/01/2009,10.8
mcg/m3,East New York,Annual Average 2021,01/01/2021,6.5
mcg/m3,East New York,Annual Average 2015,01/01/2015,8.7
mcg/m3,East New York,Winter 2018-19,12/01/2018,7.2
mcg/m3,East New York,Annual Average 2020,01/01/2020,6
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2011,12/01/2010,10.3
mcg/m3,Pelham - Throgs Neck,Annual Average 2011,12/01/2010,10.5
mcg/m3,Pelham - Throgs Neck,Annual Average 2009,12/01/2008,10.6
mcg/m3,Bedford Stuyvesant - Crown Heights,Summer 2014,06/01/2014,9
mcg/m3,Bedford Stuyvesant - Crown Heights,Annual Average 2015,01/01/2015,8.9
mcg/m3,East Harlem,Winter 2012-13,12/01/2012,12
mcg/m3,Flushing - Clearview,Summer 2019,06/01/2019,7.8
mcg/m3,East New York,Summer 2015,06/01/2015,9.5
mcg/m3,Pelham - Throgs Neck,Summer 2019,06/01/2019,7.8
mcg/m3,East New York,Winter 2019-20,12/01/2019,7.4
mcg/m3,East New York,Summer 2019,06/01/2019,8
mcg/m3,Pelham - Throgs Neck,Winter 2012-13,12/01/2012,10.5
mcg/m3,Pelham - Throgs Neck,Annual Average 2010,12/01/2009,9.7
mcg/m3,Upper West Side,Summer 2012,06/01/2012,11.4
mcg/m3,Flushing - Clearview,Annual Average 2018,01/01/2018,6.9
mcg/m3,Pelham - Throgs Neck,Summer 2021,06/01/2021,8.5
mcg/m3,Bedford Stuyvesant - Crown Heights,Summer 2013,06/01/2013,10.3
mcg/m3,East New York,Annual Average 2016,12/31/2015,7.8
mcg/m3,East New York,Annual Average 2018,01/01/2018,7.1
ppb,Washington Heights,Summer 2014,06/01/2014,17.1
ppb,Kingsbridge - Riverdale,Winter 2020-21,12/01/2020,18
ppb,Port Richmond,Summer 2011,06/01/2011,16.9
ppb,Long Island City - Astoria,Winter 2015-16,12/01/2015,25.2
ppb,Washington Heights and Inwood (CD12),Annual Average 2011,12/01/2010,25
ppb,Washington Heights and Inwood (CD12),Annual Average 2009,12/01/2008,28
ppb,South Ozone Park and Howard Beach (CD10),Winter 2012-13,12/01/2012,24.1
ppb,South Ozone Park and Howard Beach (CD10),Annual Average 2010,12/01/2009,21
ppb,Upper East Side (CD8),Summer 2015,06/01/2015,21.7
ppb,Central Harlem (CD10),Summer 2015,06/01/2015,19.1
ppb,Bay Ridge and Dyker Heights (CD10),Summer 2019,06/01/2019,14
ppb,South Ozone Park and Howard Beach (CD10),Winter 2009-10,12/01/2009,25.6
ppb,South Ozone Park and Howard Beach (CD10),Winter 2011-12,12/01/2011,23
ppb,South Ozone Park and Howard Beach (CD10),Annual Average 2014,12/01/2013,18.6
ppb,South Ozone Park and Howard Beach (CD10),Summer 2017,06/01/2017,12.8
ppb,Central Harlem (CD10),Summer 2017,06/01/2017,19
ppb,Washington Heights and Inwood (CD12),Summer 2017,06/01/2017,16.2
ppb,Central Harlem (CD10),Annual Average 2009,12/01/2008,31.2
ppb,Central Harlem (CD10),Annual Average 2011,12/01/2010,28.3
ppb,Washington Heights and Inwood (CD12),Summer 2014,06/01/2014,16.6
ppb,Throgs Neck and Co-op City (CD10),Summer 2014,06/01/2014,14.3
ppb,Throgs Neck and Co-op City (CD10),Winter 2018-19,12/01/2018,19.3
ppb,Williamsbridge and Baychester (CD12),Summer 2014,06/01/2014,14.8
ppb,Williamsbridge and Baychester (CD12),Annual Average 2011,12/01/2010,20.6
ppb,Bay Ridge and Dyker Heights (CD10),Annual Average 2009,12/01/2008,23.6
ppb,Borough Park (CD12),Annual Average 2009,12/01/2008,25.2
ppb,Borough Park (CD12),Summer 2014,06/01/2014,15.4
ppb,Washington Heights and Inwood (CD12),Winter 2012-13,12/01/2012,27.2
ppb,Washington Heights and Inwood (CD12),Annual Average 2010,12/01/2009,24.7
ppb,Upper East Side (CD8),Winter 2012-13,12/01/2012,31.9
ppb,Central Harlem (CD10),Annual Average 2010,12/01/2009,28
mcg/m3,Pelham - Throgs Neck,Summer 2013,06/01/2013,10.3
mcg/m3,High Bridge - Morrisania,Winter 2015-16,12/01/2015,8.7
number,Union Square - Lower East Side,2015,01/01/2015,14.1
mcg/m3,Union Square - Lower East Side,Winter 2017-18,12/01/2017,9.6
mcg/m3,Borough Park,Winter 2008-09,12/01/2008,12.6
mcg/m3,Borough Park,Winter 2013-14,12/01/2013,11.7
mcg/m3,Borough Park,Winter 2017-18,12/01/2017,8.4
mcg/m3,Borough Park,Annual Average 2016,12/31/2015,7.5
mcg/m3,Bensonhurst - Bay Ridge,Winter 2021-22,12/01/2021,6.7
mcg/m3,Manhattan,Annual Average 2018,01/01/2018,8.5
mcg/m3,Union Square - Lower East Side,Annual Average 2018,01/01/2018,8.1
mcg/m3,Union Square - Lower East Side,Summer 2021,06/01/2021,9.8
mcg/m3,Lower Manhattan,Summer 2013,06/01/2013,12.2
mcg/m3,Manhattan,Summer 2021,06/01/2021,9.4
mcg/m3,Bensonhurst - Bay Ridge,Winter 2016-17,12/01/2016,7.4
mcg/m3,Bensonhurst - Bay Ridge,Summer 2017,06/01/2017,8.5
mcg/m3,Rockaways,Summer 2017,06/01/2017,7.7
mcg/m3,Rockaways,Winter 2016-17,12/01/2016,7.3
mcg/m3,Rockaways,Summer 2020,06/01/2020,6.3
mcg/m3,Rockaways,Summer 2018,06/01/2018,7.8
mcg/m3,Coney Island - Sheepshead Bay,Summer 2017,06/01/2017,8.2
mcg/m3,Coney Island - Sheepshead Bay,Winter 2016-17,12/01/2016,7.4
ppb,Financial District (CD1),Winter 2008-09,12/01/2008,41.3
ppb,Long Island City and Astoria (CD1),Winter 2013-14,12/01/2013,28.5
ppb,Upper West Side,Annual Average 2018,01/01/2018,22.2
ppb,Fordham - Bronx Pk,Annual Average 2016,12/31/2015,17.9
ppb,Pelham - Throgs Neck,Summer 2012,06/01/2012,16.1
ppb,Pelham - Throgs Neck,Annual Average 2018,01/01/2018,16.9
ppb,Bedford Stuyvesant - Crown Heights,Summer 2021,06/01/2021,11.9
ppb,Bedford Stuyvesant - Crown Heights,Winter 2021-22,12/01/2021,21.9
ppb,East Harlem,Summer 2021,06/01/2021,14.5
ppb,Upper West Side,Summer 2012,06/01/2012,23.6
ppb,Upper West Side,Summer 2013,06/01/2013,22.7
ppb,Central Harlem (CD10),Winter 2012-13,12/01/2012,29.9
ppb,Central Harlem (CD10),Summer 2019,06/01/2019,16.8
ppb,Upper East Side (CD8),Summer 2015,06/01/2015,28
ppb,Bay Ridge and Dyker Heights (CD10),Summer 2019,06/01/2019,29.7
mcg/m3,Central Harlem (CD10),Annual Average 2020,01/01/2020,6.4
mcg/m3,Williamsbridge and Baychester (CD12),Annual Average 2011,12/01/2010,10.4
mcg/m3,Williamsbridge and Baychester (CD12),Annual Average 2009,12/01/2008,10.6
mcg/m3,Williamsbridge and Baychester (CD12),Summer 2014,06/01/2014,8.6
mcg/m3,Borough Park (CD12),Annual Average 2016,12/31/2015,7.5
mcg/m3,Washington Heights and Inwood (CD12),Winter 2021-22,12/01/2021,7.3
mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2009,06/01/2009,10.4
mcg/m3,Throgs Neck and Co-op City (CD10),Annual Average 2013,12/01/2012,8.7
mcg/m3,Central Harlem (CD10),Winter 2010-11,12/01/2010,14.3
mcg/m3,Central Harlem (CD10),Summer 2009,06/01/2009,11.3
mcg/m3,Central Harlem (CD10),Annual Average 2021,01/01/2021,6.8
mcg/m3,Washington Heights and Inwood (CD12),Annual Average 2013,12/01/2012,9.5
mcg/m3,Bay Ridge and Dyker Heights (CD10),Winter 2010-11,12/01/2010,12.5
mcg/m3,Bay Ridge and Dyker Heights (CD10),Annual Average 2017,01/01/2017,7.3
mcg/m3,Bay Ridge and Dyker Heights (CD10),Annual Average 2021,01/01/2021,6.5
mcg/m3,Borough Park (CD12),Winter 2010-11,12/01/2010,12.6
mcg/m3,Borough Park (CD12),Summer 2009,06/01/2009,10.8
mcg/m3,Kingsbridge - Riverdale,Summer 2014,06/01/2014,8.7
number,Washington Heights,2013,01/01/2013,51
number,Kingsbridge - Riverdale,2013,01/01/2013,17.6
mcg/m3,Kingsbridge - Riverdale,Winter 2020-21,12/01/2020,6.4
mcg/m3,Washington Heights,Summer 2016,06/01/2016,8.5
mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2014,06/01/2014,8.6
mcg/m3,Throgs Neck and Co-op City (CD10),Annual Average 2009,12/01/2008,10.5
mcg/m3,Central Harlem (CD10),Annual Average 2011,12/01/2010,11.1
mcg/m3,Central Harlem (CD10),Annual Average 2009,12/01/2008,11.6
mcg/m3,Washington Heights and Inwood (CD12),Annual Average 2009,12/01/2008,11.6
ppb,East New York,Annual Average 2016,12/31/2015,18.3
ppb,Pelham - Throgs Neck,Summer 2013,06/01/2013,14.7
ppb,Upper West Side,Summer 2010,06/01/2010,26.7
ppb,Fordham - Bronx Pk,Winter 2020-21,12/01/2020,19.3
ppb,Pelham - Throgs Neck,Summer 2010,06/01/2010,17.9
ppb,Pelham - Throgs Neck,Summer 2011,06/01/2011,17.2
ppb,Bedford Stuyvesant - Crown Heights,Winter 2020-21,12/01/2020,23.1
ppb,Upper West Side,Winter 2015-16,12/01/2015,26.4
ppb,Upper West Side,Summer 2016,06/01/2016,19.1
ppb,Upper West Side,Summer 2011,06/01/2011,25.8
ppb,East New York,Summer 2011,06/01/2011,18.1
ppb,East New York,Summer 2010,06/01/2010,18.1
ppb,East New York,Summer 2016,06/01/2016,13.1
ppb,East Harlem,Winter 2020-21,12/01/2020,22
mcg/m3,High Bridge - Morrisania,Annual Average 2014,12/01/2013,9.9
mcg/m3,Rockaways,Winter 2011-12,12/01/2011,6.7
mcg/m3,Rockaways,Annual Average 2014,12/01/2013,7.7
mcg/m3,Bensonhurst - Bay Ridge,Winter 2009-10,12/01/2009,9.5
mcg/m3,Bensonhurst - Bay Ridge,Winter 2011-12,12/01/2011,8.6
mcg/m3,Southeast Queens,Winter 2009-10,12/01/2009,8.9
mcg/m3,Southeast Queens,Winter 2011-12,12/01/2011,8.3
mcg/m3,Southeast Queens,Summer 2020,06/01/2020,6.6
mcg/m3,Manhattan,Annual Average 2010,12/01/2009,11.6
mcg/m3,Manhattan,Winter 2019-20,12/01/2019,9.1
mcg/m3,Union Square - Lower East Side,Annual Average 2010,12/01/2009,10.9
mcg/m3,Union Square - Lower East Side,Summer 2019,06/01/2019,10.1
mcg/m3,Manhattan,Annual Average 2021,01/01/2021,7.4
mcg/m3,Union Square - Lower East Side,Summer 2018,06/01/2018,9.3
mcg/m3,Manhattan,Winter 2009-10,12/01/2009,12
mcg/m3,Manhattan,Winter 2016-17,12/01/2016,9
mcg/m3,St. George and Stapleton (CD1),Summer 2013,06/01/2013,9.5
mcg/m3,Greenwich Village and Soho (CD2),Annual Average 2014,12/01/2013,11.2
mcg/m3,Mott Haven and Melrose (CD1),Summer 2020,06/01/2020,7.5
ppb,Upper West Side,Winter 2008-09,12/01/2008,36.4
mcg/m3,Washington Heights and Inwood (CD12),Annual Average 2011,12/01/2010,11.1
mcg/m3,Washington Heights and Inwood (CD12),Summer 2014,06/01/2014,8.9
mcg/m3,Central Harlem (CD10),Winter 2019-20,12/01/2019,7.5
mcg/m3,Williamsbridge and Baychester (CD12),Winter 2012-13,12/01/2012,10.6
mcg/m3,Williamsbridge and Baychester (CD12),Annual Average 2010,12/01/2009,9.6
mcg/m3,Bay Ridge and Dyker Heights (CD10),Summer 2019,06/01/2019,7.9
mcg/m3,Bay Ridge and Dyker Heights (CD10),Winter 2019-20,12/01/2019,7.8
mcg/m3,Throgs Neck and Co-op City (CD10),Winter 2016-17,12/01/2016,8.2
mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2017,06/01/2017,9.2
mcg/m3,Williamsbridge and Baychester (CD12),Winter 2009-10,12/01/2009,10.3
mcg/m3,Williamsbridge and Baychester (CD12),Summer 2017,06/01/2017,9.2
mcg/m3,Jamaica and Hollis (CD12),Winter 2016-17,12/01/2016,8
mcg/m3,Borough Park (CD12),Annual Average 2009,12/01/2008,10.3
mcg/m3,Borough Park (CD12),Annual Average 2011,12/01/2010,10.1
mcg/m3,Williamsbridge and Baychester (CD12),Annual Average 2020,01/01/2020,5.9
mcg/m3,Throgs Neck and Co-op City (CD10),Winter 2012-13,12/01/2012,10.3
mcg/m3,Throgs Neck and Co-op City (CD10),Annual Average 2010,12/01/2009,9.5
mcg/m3,Central Harlem (CD10),Winter 2012-13,12/01/2012,12.1
mcg/m3,Williamsbridge and Baychester (CD12),Annual Average 2022,01/01/2022,6
per square mile,Greenpoint,2005,01/01/2005,63.2
per square mile,Washington Heights,2005,01/01/2005,88.6
per square mile,Greenpoint,2019,01/01/2019,88.6
per square mile,Greenpoint,2010,01/01/2010,70.7
per square mile,Central Harlem (CD10),2005,01/01/2005,64.5
per square mile,Upper East Side (CD8),2005,01/01/2005,139
per square mile,Bay Ridge and Dyker Heights (CD10),2005,01/01/2005,58.4
per square mile,South Ozone Park and Howard Beach (CD10),2019,01/01/2019,76.8
mcg/m3,Washington Heights and Inwood (CD12),Winter 2008-09,12/01/2008,15.1
mcg/m3,Throgs Neck and Co-op City (CD10),Winter 2013-14,12/01/2013,12
mcg/m3,Throgs Neck and Co-op City (CD10),Winter 2017-18,12/01/2017,8
ppb,Upper West Side,Winter 2017-18,12/01/2017,27.3
ppb,Pelham - Throgs Neck,Winter 2017-18,12/01/2017,22.9
ppb,Bedford Stuyvesant - Crown Heights,Winter 2013-14,12/01/2013,29.4
ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2022,01/01/2022,16.2
ppb,East Harlem,Winter 2013-14,12/01/2013,30.2
ppb,East Harlem,Winter 2017-18,12/01/2017,26.8
ppb,East Harlem,Annual Average 2022,01/01/2022,16.7
ppb,Pelham - Throgs Neck,Winter 2008-09,12/01/2008,27.6
ppb,Flushing - Clearview,Annual Average 2019,01/01/2019,16.3
ppb,Financial District (CD1),Summer 2021,06/01/2021,18
ppb,St. George and Stapleton (CD1),Summer 2021,06/01/2021,11.2
"per 100,000 children",Southeast Queens,2017-2019,01/01/2017,35
"per 100,000 children",Borough Park,2017-2019,01/01/2017,14
"per 100,000 children",Union Square - Lower East Side,2017-2019,01/01/2017,90
"per 100,000 children",Coney Island - Sheepshead Bay,2005-2007,01/01/2005,38.4
"per 100,000 children",Coney Island - Sheepshead Bay,2017-2019,01/01/2017,30
"per 100,000 children",Bensonhurst - Bay Ridge,2017-2019,01/01/2017,14
"per 100,000 children",Manhattan,2005-2007,01/01/2005,179.4
"per 100,000 children",Lower Manhattan,2015-2017,01/01/2015,35.4
mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2011-12,12/01/2011,10.4
mcg/m3,Fort Greene and Brooklyn Heights (CD2),Annual Average 2014,12/01/2013,10
mcg/m3,Fort Greene and Brooklyn Heights (CD2),Winter 2009-10,12/01/2009,10.6
mcg/m3,Long Island City and Astoria (CD1),Summer 2017,06/01/2017,9.5
mcg/m3,Borough Park,Summer 2020,06/01/2020,6.7
mcg/m3,Borough Park,Winter 2016-17,12/01/2016,7.6
mcg/m3,Manhattan,Winter 2011-12,12/01/2011,11.3
mcg/m3,Coney Island - Sheepshead Bay,Winter 2009-10,12/01/2009,9.1
mcg/m3,Coney Island - Sheepshead Bay,Winter 2011-12,12/01/2011,8
mcg/m3,Coney Island - Sheepshead Bay,Annual Average 2014,12/01/2013,8.4
mcg/m3,Throgs Neck and Co-op City (CD10),Annual Average 2022,01/01/2022,6
mcg/m3,Central Harlem (CD10),Winter 2008-09,12/01/2008,14.5
mcg/m3,Central Harlem (CD10),Winter 2017-18,12/01/2017,8.4
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2018,01/01/2018,6.7
mcg/m3,Williamsburg - Bushwick,Summer 2013,06/01/2013,10.9
mcg/m3,Williamsburg - Bushwick,Annual Average 2016,12/31/2015,8.7
mcg/m3,Williamsburg - Bushwick,Summer 2012,06/01/2012,11
mcg/m3,Bensonhurst - Bay Ridge,Winter 2015-16,12/01/2015,7.7
mcg/m3,Williamsburg - Bushwick,Summer 2011,06/01/2011,12.2
mcg/m3,Williamsburg - Bushwick,Winter 2015-16,12/01/2015,9.4
mcg/m3,Williamsburg - Bushwick,Summer 2016,06/01/2016,9
mcg/m3,Bensonhurst - Bay Ridge,Winter 2008-09,12/01/2008,11.8
mcg/m3,Bensonhurst - Bay Ridge,Winter 2017-18,12/01/2017,8.1
mcg/m3,Williamsburg - Bushwick,Annual Average 2022,01/01/2022,6.4
mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2013,06/01/2013,10.3
mcg/m3,Throgs Neck and Co-op City (CD10),Summer 2012,06/01/2012,10.3
mcg/m3,Throgs Neck and Co-op City (CD10),Winter 2021-22,12/01/2021,7.2
mcg/m3,Central Harlem (CD10),Summer 2012,06/01/2012,10.8
mcg/m3,Central Harlem (CD10),Annual Average 2018,01/01/2018,7.5
mcg/m3,Washington Heights and Inwood (CD12),Summer 2012,06/01/2012,10.6
mcg/m3,Borough Park (CD12),Summer 2012,06/01/2012,10.2
mcg/m3,Williamsburg - Bushwick,Winter 2008-09,12/01/2008,14.1
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2019,01/01/2019,6.2
mcg/m3,Bensonhurst - Bay Ridge,Summer 2016,06/01/2016,7.9
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2015,01/01/2015,8.1
mcg/m3,Bensonhurst - Bay Ridge,Winter 2018-19,12/01/2018,6.9
mcg/m3,Bensonhurst - Bay Ridge,Annual Average 2013,12/01/2012,8.2
mcg/m3,Williamsburg - Bushwick,Winter 2010-11,12/01/2010,13.4
mcg/m3,Williamsburg - Bushwick,Summer 2009,06/01/2009,11.5
mcg/m3,Bensonhurst - Bay Ridge,Summer 2009,06/01/2009,10.6
mcg/m3,Williamsburg - Bushwick,Winter 2018-19,12/01/2018,8.1
mcg/m3,Williamsburg - Bushwick,Annual Average 2020,01/01/2020,6.7
ppb,Pelham - Throgs Neck,Winter 2015-16,12/01/2015,22
ppb,Pelham - Throgs Neck,Summer 2016,06/01/2016,14.3
ppb,East New York,Winter 2015-16,12/01/2015,23.3
ppb,Upper West Side,Summer 2016,06/01/2016,30.5
ppb,Pelham - Throgs Neck,Summer 2016,06/01/2016,33.6
ppb,Fordham - Bronx Pk,Summer 2010,06/01/2010,32.5
ppb,East New York,Summer 2016,06/01/2016,34.3
ppb,East New York,Summer 2010,06/01/2010,34
ppb,Fordham - Bronx Pk,Annual Average 2011,12/01/2010,22.6
ppb,Bedford Stuyvesant - Crown Heights,Summer 2014,06/01/2014,16.5
ppb,Pelham - Throgs Neck,Winter 2018-19,12/01/2018,20.4
ppb,East Harlem,Summer 2014,06/01/2014,19.2
ppb,Upper West Side,Annual Average 2009,12/01/2008,32
ppb,East New York,Annual Average 2011,12/01/2010,22.9
ppb,East New York,Annual Average 2009,12/01/2008,23.9
ppb,Pelham - Throgs Neck,Annual Average 2011,12/01/2010,21.6
ppb,Flushing - Clearview,Summer 2014,06/01/2014,14.6
ppb,East New York,Winter 2010-11,12/01/2010,30.3
ppb,East New York,Annual Average 2021,01/01/2021,16.1
ppb,Fordham - Bronx Pk,Summer 2014,06/01/2014,15.8
ppb,Fordham - Bronx Pk,Winter 2018-19,12/01/2018,19.9
ppb,East New York,Annual Average 2015,01/01/2015,19.1
ppb,East New York,Annual Average 2020,01/01/2020,15.7
ppb,East New York,Winter 2018-19,12/01/2018,21.6
ppb,Upper West Side,Winter 2012-13,12/01/2012,30.7
ppb,Upper West Side,Annual Average 2010,12/01/2009,28.7
ppb,Fordham - Bronx Pk,Winter 2012-13,12/01/2012,24.1
ppb,Bedford Stuyvesant - Crown Heights,Annual Average 2010,12/01/2009,25.2
ppb,Upper West Side,Summer 2015,06/01/2015,19.8
ppb,Upper West Side,Winter 2019-20,12/01/2019,28.1
ppb,East New York,Annual Average 2010,12/01/2009,22.5
ppb,Pelham - Throgs Neck,Winter 2012-13,12/01/2012,22.4
ppb,Pelham - Throgs Neck,Annual Average 2010,12/01/2009,21
ppb,High Bridge - Morrisania,Summer 2010,06/01/2010,23.7
ppb,High Bridge - Morrisania,Summer 2011,06/01/2011,22
mcg/m3,Williamsburg - Bushwick,Annual Average 2011,12/01/2010,10.9
mcg/m3,Bensonhurst - Bay Ridge,Summer 2015,06/01/2015,9
mcg/m3,Bensonhurst - Bay Ridge,Summer 2019,06/01/2019,7.8
mcg/m3,Bensonhurst - Bay Ridge,Winter 2019-20,12/01/2019,7.6
mcg/m3,Williamsburg - Bushwick,Annual Average 2010,12/01/2009,10.3
mcg/m3,Williamsburg - Bushwick,Summer 2015,06/01/2015,10.2
mcg/m3,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,9.9
number,Kingsbridge - Riverdale,2015,01/01/2015,9.1
mcg/m3,Port Richmond,Annual Average 2019,01/01/2019,6.3
mcg/m3,Port Richmond,Winter 2017-18,12/01/2017,8.2
mcg/m3,Greenpoint,Winter 2013-14,12/01/2013,13.5
mcg/m3,Kingsbridge - Riverdale,Annual Average 2016,12/31/2015,7.5
mcg/m3,Washington Heights,Summer 2018,06/01/2018,8.7
mcg/m3,Washington Heights,Winter 2016-17,12/01/2016,8.2
ppb,Central Harlem (CD10),Summer 2015,06/01/2015,29.1
ppb,Upper East Side (CD8),Winter 2008-09,12/01/2008,38.8
ppb,Upper East Side (CD8),Winter 2017-18,12/01/2017,28.6
ppb,Washington Heights and Inwood (CD12),Winter 2017-18,12/01/2017,25.2
ppb,Washington Heights and Inwood (CD12),Annual Average 2022,01/01/2022,16.9
ppb,Throgs Neck and Co-op City (CD10),Winter 2013-14,12/01/2013,25.1
ppb,Throgs Neck and Co-op City (CD10),Annual Average 2022,01/01/2022,15.5
