Name,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Start_Date,Data Value
Nitrogen dioxide (NO2),ppb,UHF42,202.0,Downtown - Heights - Slope,2019-06-01,18.0
Fine particles (PM 2.5),mcg/m3,CD,413.0,Queens Village (CD13),2019-06-01,7.2
Nitrogen dioxide (NO2),ppb,CD,413.0,Queens Village (CD13),2019-06-01,13.0
Nitrogen dioxide (NO2),ppb,CD,315.0,Sheepshead Bay (CD15),2019-06-01,10.0
Nitrogen dioxide (NO2),ppb,CD,313.0,Coney Island (CD13),2019-06-01,9.6
Nitrogen dioxide (NO2),ppb,UHF42,409.0,Southeast Queens,2019-06-01,13.0
Nitrogen dioxide (NO2),ppb,UHF42,104.0,Pelham - Throgs Neck,2019-06-01,12.8
Nitrogen dioxide (NO2),ppb,UHF42,211.0,Williamsburg - Bushwick,2019-06-01,16.7
Fine particles (PM 2.5),mcg/m3,Borough,4.0,Queens,2019-06-01,7.7
Fine particles (PM 2.5),mcg/m3,CD,105.0,Midtown (CD5),2019-06-01,12.5
Ozone (O3),ppb,UHF42,302.0,Central Harlem - Morningside Heights,2019-06-01,27.1
Nitrogen dioxide (NO2),ppb,CD,305.0,East New York and Starrett City (CD5),2019-06-01,11.6
Nitrogen dioxide (NO2),ppb,UHF42,204.0,East New York,2019-06-01,12.0
Fine particles (PM 2.5),mcg/m3,UHF42,404.0,Bayside - Little Neck,2019-06-01,7.3
Nitrogen dioxide (NO2),ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019-06-01,14.3
Nitrogen dioxide (NO2),ppb,UHF42,209.0,Bensonhurst - Bay Ridge,2019-06-01,13.0
Nitrogen dioxide (NO2),ppb,Borough,3.0,Manhattan,2019-06-01,19.7
Fine particles (PM 2.5),mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019-06-01,8.6
Fine particles (PM 2.5),mcg/m3,UHF34,207.0,East Flatbush - Flatbush,2019-06-01,7.9
Nitrogen dioxide (NO2),ppb,CD,202.0,Hunts Point and Longwood (CD2),2019-06-01,15.8
Ozone (O3),ppb,Borough,3.0,Manhattan,2019-06-01,25.9
Ozone (O3),ppb,UHF42,409.0,Southeast Queens,2019-06-01,33.4
Ozone (O3),ppb,UHF42,410.0,Rockaways,2019-06-01,37.4
Nitrogen dioxide (NO2),ppb,CD,209.0,Parkchester and Soundview (CD9),2019-06-01,13.4
Nitrogen dioxide (NO2),ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2019-06-01,16.3
Nitrogen dioxide (NO2),ppb,CD,111.0,East Harlem (CD11),2019-06-01,16.7
Nitrogen dioxide (NO2),ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),2019-06-01,12.6
Fine particles (PM 2.5),mcg/m3,UHF42,211.0,Williamsburg - Bushwick,2019-06-01,9.0
Fine particles (PM 2.5),mcg/m3,UHF42,204.0,East New York,2019-06-01,8.0
Fine particles (PM 2.5),mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),2019-06-01,7.0
Nitrogen dioxide (NO2),ppb,UHF42,205.0,Sunset Park,2019-06-01,16.2
Nitrogen dioxide (NO2),ppb,UHF42,303.0,East Harlem,2019-06-01,16.7
Ozone (O3),ppb,UHF42,204.0,East New York,2019-06-01,32.6
Nitrogen dioxide (NO2),ppb,CD,102.0,Greenwich Village and Soho (CD2),2019-06-01,22.5
Ozone (O3),ppb,CD,301.0,Greenpoint and Williamsburg (CD1),2019-06-01,27.9
Nitrogen dioxide (NO2),ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019-06-01,13.1
Nitrogen dioxide (NO2),ppb,CD,107.0,Upper West Side (CD7),2019-06-01,18.9
Fine particles (PM 2.5),mcg/m3,CD,107.0,Upper West Side (CD7),2019-06-01,8.6
Ozone (O3),ppb,CD,411.0,Bayside and Little Neck (CD11),2019-06-01,31.8
Fine particles (PM 2.5),mcg/m3,CD,111.0,East Harlem (CD11),2019-06-01,8.3
Fine particles (PM 2.5),mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2019-06-01,8.1
Fine particles (PM 2.5),mcg/m3,UHF34,409.0,Southeast Queens,2019-06-01,7.2
Fine particles (PM 2.5),mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,2019-06-01,7.9
Fine particles (PM 2.5),mcg/m3,CD,104.0,Clinton and Chelsea (CD4),2019-06-01,10.4
Fine particles (PM 2.5),mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019-06-01,7.4
Fine particles (PM 2.5),mcg/m3,CD,406.0,Rego Park and Forest Hills (CD6),2019-06-01,7.7
Fine particles (PM 2.5),mcg/m3,Borough,3.0,Manhattan,2019-06-01,9.4
Fine particles (PM 2.5),mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),2019-06-01,11.1
Nitrogen dioxide (NO2),ppb,CD,206.0,Belmont and East Tremont (CD6),2019-06-01,13.9
Ozone (O3),ppb,CD,206.0,Belmont and East Tremont (CD6),2019-06-01,29.5
Ozone (O3),ppb,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2019-06-01,24.6
Nitrogen dioxide (NO2),ppb,UHF42,301.0,Washington Heights,2019-06-01,14.0
Nitrogen dioxide (NO2),ppb,UHF42,501.0,Port Richmond,2019-06-01,14.3
Fine particles (PM 2.5),mcg/m3,UHF42,301.0,Washington Heights,2019-06-01,8.2
Fine particles (PM 2.5),mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019-06-01,8.1
Fine particles (PM 2.5),mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2019-06-01,10.5
Fine particles (PM 2.5),mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),2019-06-01,7.7
Ozone (O3),ppb,UHF42,501.0,Port Richmond,2019-06-01,27.3
Ozone (O3),ppb,UHF42,201.0,Greenpoint,2019-06-01,27.8
Ozone (O3),ppb,UHF42,101.0,Kingsbridge - Riverdale,2019-06-01,28.4
Ozone (O3),ppb,UHF42,401.0,Long Island City - Astoria,2019-06-01,28.4
Fine particles (PM 2.5),mcg/m3,UHF42,303.0,East Harlem,2019-06-01,8.3
Fine particles (PM 2.5),mcg/m3,UHF34,403.0,Flushing - Clearview,2019-06-01,7.8
Fine particles (PM 2.5),mcg/m3,UHF34,104.0,Pelham - Throgs Neck,2019-06-01,7.8
Fine particles (PM 2.5),mcg/m3,UHF34,204.0,East New York,2019-06-01,8.0
Nitrogen dioxide (NO2),ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019-06-01,14.0
Nitrogen dioxide (NO2),ppb,CD,110.0,Central Harlem (CD10),2019-06-01,16.8
Ozone (O3),ppb,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019-06-01,29.7
Fine particles (PM 2.5),mcg/m3,UHF42,309.0,Union Square - Lower East Side,2019-06-01,10.1
Fine particles (PM 2.5),mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019-06-01,7.9
Fine particles (PM 2.5),mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,2019-06-01,7.8
Fine particles (PM 2.5),mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,2019-06-01,8.2
Fine particles (PM 2.5),mcg/m3,UHF42,306.0,Chelsea - Clinton,2019-06-01,11.2
Nitrogen dioxide (NO2),ppb,UHF34,209.0,Bensonhurst - Bay Ridge,2019-06-01,13.0
Nitrogen dioxide (NO2),ppb,UHF42,207.0,East Flatbush - Flatbush,2019-06-01,12.8
Nitrogen dioxide (NO2),ppb,UHF42,306.0,Chelsea - Clinton,2019-06-01,24.9
Nitrogen dioxide (NO2),ppb,CD,105.0,Midtown (CD5),2019-06-01,27.2
Nitrogen dioxide (NO2),ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),2019-06-01,15.1
Nitrogen dioxide (NO2),ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019-06-01,18.0
Fine particles (PM 2.5),mcg/m3,UHF42,106.0,High Bridge - Morrisania,2019-06-01,8.3
Fine particles (PM 2.5),mcg/m3,Borough,2.0,Brooklyn,2019-06-01,8.2
Fine particles (PM 2.5),mcg/m3,CD,304.0,Bushwick (CD4),2019-06-01,8.6
Ozone (O3),ppb,Borough,1.0,Bronx,2019-06-01,29.9
Nitrogen dioxide (NO2),ppb,UHF42,308.0,Greenwich Village - SoHo,2019-06-01,22.6
Fine particles (PM 2.5),mcg/m3,UHF42,201.0,Greenpoint,2019-06-01,9.9
Fine particles (PM 2.5),mcg/m3,UHF42,103.0,Fordham - Bronx Pk,2019-06-01,7.8
Ozone (O3),ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),2019-06-01,32.4
Ozone (O3),ppb,CD,111.0,East Harlem (CD11),2019-06-01,27.5
Fine particles (PM 2.5),mcg/m3,UHF42,202.0,Downtown - Heights - Slope,2019-06-01,8.9
Fine particles (PM 2.5),mcg/m3,Borough,5.0,Staten Island,2019-06-01,7.4
Ozone (O3),ppb,CD,204.0,Highbridge and Concourse (CD4),2019-06-01,28.5
Ozone (O3),ppb,UHF42,405.0,Ridgewood - Forest Hills,2019-06-01,31.3
Ozone (O3),ppb,UHF42,106.0,High Bridge - Morrisania,2019-06-01,28.6
Fine particles (PM 2.5),mcg/m3,CD,204.0,Highbridge and Concourse (CD4),2019-06-01,8.3
Fine particles (PM 2.5),mcg/m3,UHF34,206.0,Borough Park,2019-06-01,7.9
Ozone (O3),ppb,CD,205.0,Fordham and University Heights (CD5),2019-06-01,28.7
Fine particles (PM 2.5),mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),2019-06-01,7.7
Fine particles (PM 2.5),mcg/m3,CD,108.0,Upper East Side (CD8),2019-06-01,9.2
Fine particles (PM 2.5),mcg/m3,UHF34,202.0,Downtown - Heights - Slope,2019-06-01,8.9
Fine particles (PM 2.5),mcg/m3,UHF34,201.0,Greenpoint,2019-06-01,9.9
Fine particles (PM 2.5),mcg/m3,UHF34,302.0,Central Harlem - Morningside Heights,2019-06-01,8.2
Fine particles (PM 2.5),mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),2019-06-01,9.0
Ozone (O3),ppb,CD,102.0,Greenwich Village and Soho (CD2),2019-06-01,24.9
Fine particles (PM 2.5),mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),2019-06-01,9.2
Ozone (O3),ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019-06-01,27.5
Ozone (O3),ppb,CD,104.0,Clinton and Chelsea (CD4),2019-06-01,24.4
Fine particles (PM 2.5),mcg/m3,CD,314.0,Flatbush and Midwood (CD14),2019-06-01,7.8
Fine particles (PM 2.5),mcg/m3,UHF42,207.0,East Flatbush - Flatbush,2019-06-01,7.9
Fine particles (PM 2.5),mcg/m3,UHF34,103.0,Fordham - Bronx Pk,2019-06-01,7.8
Ozone (O3),ppb,CD,305.0,East New York and Starrett City (CD5),2019-06-01,33.0
Nitrogen dioxide (NO2),ppb,UHF34,301.0,Washington Heights,2019-06-01,14.0
Nitrogen dioxide (NO2),ppb,UHF34,501502.0,Northern SI,2019-06-01,12.4
Fine particles (PM 2.5),mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019-06-01,7.9
Ozone (O3),ppb,CD,314.0,Flatbush and Midwood (CD14),2019-06-01,31.1
Ozone (O3),ppb,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019-06-01,29.2
Ozone (O3),ppb,CD,407.0,Flushing and Whitestone (CD7),2019-06-01,31.3
Ozone (O3),ppb,UHF34,204.0,East New York,2019-06-01,32.6
Ozone (O3),ppb,UHF34,304.0,Upper West Side,2019-06-01,25.6
Nitrogen dioxide (NO2),ppb,CD,208.0,Riverdale and Fieldston (CD8),2019-01-01,13.5
Nitrogen dioxide (NO2),ppb,CD,406.0,Rego Park and Forest Hills (CD6),2019-01-01,16.4
Nitrogen dioxide (NO2),ppb,UHF34,305307.0,Upper East Side-Gramercy,2019-01-01,24.1
Annual vehicle miles traveled (trucks),per square mile,CD,101.0,Financial District (CD1),2019-01-01,4.9
Annual vehicle miles traveled (trucks),per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019-01-01,7.2
Annual vehicle miles traveled (cars),per square mile,CD,501.0,St. George and Stapleton (CD1),2019-01-01,29.1
Nitrogen dioxide (NO2),ppb,UHF34,304.0,Upper West Side,2019-01-01,20.8
Annual vehicle miles traveled (cars),per square mile,Borough,3.0,Manhattan,2019-01-01,116.7
Annual vehicle miles traveled (cars),per square mile,CD,102.0,Greenwich Village and Soho (CD2),2019-01-01,104.2
Annual vehicle miles traveled (cars),per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019-01-01,24.6
Annual vehicle miles traveled (cars),per square mile,CD,101.0,Financial District (CD1),2019-01-01,103.7
Annual vehicle miles traveled (cars),per square mile,CD,107.0,Upper West Side (CD7),2019-01-01,128.7
Annual vehicle miles traveled (cars),per square mile,CD,414.0,Rockaway and Broad Channel (CD14),2019-01-01,14.2
Nitrogen dioxide (NO2),ppb,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,2019-01-01,14.7
Annual vehicle miles traveled (cars),per square mile,CD,312.0,Borough Park (CD12),2019-01-01,67.4
Annual vehicle miles traveled,per square mile,Citywide,1.0,New York City,2019-01-01,59.6
Annual vehicle miles traveled (trucks),per square mile,Citywide,1.0,New York City,2019-01-01,3.2
Annual vehicle miles traveled,per square mile,UHF42,401.0,Long Island City - Astoria,2019-01-01,63.8
Annual vehicle miles traveled,per square mile,UHF42,301.0,Washington Heights,2019-01-01,143.1
Annual vehicle miles traveled (cars),per square mile,Citywide,1.0,New York City,2019-01-01,54.9
Annual vehicle miles traveled (trucks),per square mile,CD,313.0,Coney Island (CD13),2019-01-01,0.7
Annual vehicle miles traveled (trucks),per square mile,CD,315.0,Sheepshead Bay (CD15),2019-01-01,1.3
Nitrogen dioxide (NO2),ppb,UHF34,401.0,Long Island City - Astoria,2019-01-01,20.2
Annual vehicle miles traveled (cars),per square mile,CD,313.0,Coney Island (CD13),2019-01-01,39.3
Annual vehicle miles traveled,per square mile,CD,313.0,Coney Island (CD13),2019-01-01,41.0
Annual vehicle miles traveled (cars),per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019-01-01,71.7
Annual vehicle miles traveled (cars),per square mile,CD,402.0,Woodside and Sunnyside (CD2),2019-01-01,103.0
Annual vehicle miles traveled,per square mile,CD,201.0,Mott Haven and Melrose (CD1),2019-01-01,83.9
Annual vehicle miles traveled,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019-01-01,146.1
Annual vehicle miles traveled,per square mile,CD,501.0,St. George and Stapleton (CD1),2019-01-01,31.9
Annual vehicle miles traveled,per square mile,UHF42,310.0,Lower Manhattan,2019-01-01,112.3
Annual vehicle miles traveled (trucks),per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2019-01-01,3.1
Annual vehicle miles traveled (cars),per square mile,CD,206.0,Belmont and East Tremont (CD6),2019-01-01,93.2
Nitrogen dioxide (NO2),ppb,CD,405.0,Ridgewood and Maspeth (CD5),2019-01-01,17.1
Nitrogen dioxide (NO2),ppb,UHF34,407.0,Southwest Queens,2019-01-01,15.1
Annual vehicle miles traveled (cars),per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2019-01-01,57.9
Annual vehicle miles traveled,per square mile,CD,111.0,East Harlem (CD11),2019-01-01,152.6
Annual vehicle miles traveled,per square mile,UHF42,502.0,Stapleton - St. George,2019-01-01,33.3
Annual vehicle miles traveled,per square mile,UHF42,402.0,West Queens,2019-01-01,103.9
Annual vehicle miles traveled (cars),per square mile,CD,307.0,Sunset Park (CD7),2019-01-01,112.5
Annual vehicle miles traveled,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019-01-01,64.5
Annual vehicle miles traveled,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019-01-01,42.8
Annual vehicle miles traveled,per square mile,UHF42,504.0,South Beach - Tottenville,2019-01-01,13.0
Annual vehicle miles traveled,per square mile,UHF42,204.0,East New York,2019-01-01,55.4
Annual vehicle miles traveled,per square mile,UHF42,404.0,Bayside - Little Neck,2019-01-01,80.0
Annual vehicle miles traveled (cars),per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2019-01-01,82.7
Annual vehicle miles traveled,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019-01-01,78.7
Annual vehicle miles traveled,per square mile,UHF42,503.0,Willowbrook,2019-01-01,34.3
Annual vehicle miles traveled (cars),per square mile,CD,105.0,Midtown (CD5),2019-01-01,71.1
Annual vehicle miles traveled (cars),per square mile,CD,316.0,Brownsville (CD16),2019-01-01,71.9
Annual vehicle miles traveled,per square mile,CD,316.0,Brownsville (CD16),2019-01-01,76.2
Fine particles (PM 2.5),mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,2019-01-01,6.6
Fine particles (PM 2.5),mcg/m3,UHF34,101.0,Kingsbridge - Riverdale,2019-01-01,6.7
Annual vehicle miles traveled (cars),per square mile,UHF42,308.0,Greenwich Village - SoHo,2019-01-01,124.2
Annual vehicle miles traveled (cars),per square mile,CD,204.0,Highbridge and Concourse (CD4),2019-01-01,82.4
Annual vehicle miles traveled (cars),per square mile,CD,404.0,Elmhurst and Corona (CD4),2019-01-01,73.5
Fine particles (PM 2.5),mcg/m3,Borough,2.0,Brooklyn,2019-01-01,6.7
Nitrogen dioxide (NO2),ppb,CD,103.0,Lower East Side and Chinatown (CD3),2019-01-01,21.2
Nitrogen dioxide (NO2),ppb,UHF42,208.0,Canarsie - Flatlands,2019-01-01,13.1
Fine particles (PM 2.5),mcg/m3,CD,318.0,Flatlands and Canarsie (CD18),2019-01-01,6.1
Fine particles (PM 2.5),mcg/m3,CD,503.0,Tottenville and Great Kills (CD3),2019-01-01,5.8
Nitrogen dioxide (NO2),ppb,UHF42,307.0,Gramercy Park - Murray Hill,2019-01-01,26.2
Fine particles (PM 2.5),mcg/m3,UHF34,102.0,Northeast Bronx,2019-01-01,6.7
Fine particles (PM 2.5),mcg/m3,UHF34,201.0,Greenpoint,2019-01-01,8.6
Fine particles (PM 2.5),mcg/m3,UHF34,402.0,West Queens,2019-01-01,7.4
Nitrogen dioxide (NO2),ppb,UHF42,408.0,Jamaica,2019-01-01,15.5
Nitrogen dioxide (NO2),ppb,CD,317.0,East Flatbush (CD17),2019-01-01,16.4
Nitrogen dioxide (NO2),ppb,CD,318.0,Flatlands and Canarsie (CD18),2019-01-01,13.1
Nitrogen dioxide (NO2),ppb,CD,503.0,Tottenville and Great Kills (CD3),2019-01-01,10.2
Nitrogen dioxide (NO2),ppb,UHF34,405.0,Ridgewood - Forest Hills,2019-01-01,16.2
Nitrogen dioxide (NO2),ppb,UHF34,201.0,Greenpoint,2019-01-01,21.4
Nitrogen dioxide (NO2),ppb,UHF34,402.0,West Queens,2019-01-01,18.7
Annual vehicle miles traveled,per square mile,UHF42,408.0,Jamaica,2019-01-01,47.8
Annual vehicle miles traveled,per square mile,CD,318.0,Flatlands and Canarsie (CD18),2019-01-01,44.4
Annual vehicle miles traveled,per square mile,CD,503.0,Tottenville and Great Kills (CD3),2019-01-01,12.9
Fine particles (PM 2.5),mcg/m3,UHF34,503504.0,Southern SI,2019-01-01,5.9
Nitrogen dioxide (NO2),ppb,UHF34,105106107.0,South Bronx,2019-01-01,18.4
Fine particles (PM 2.5),mcg/m3,UHF34,208.0,Canarsie - Flatlands,2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,UHF34,408.0,Jamaica,2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,UHF34,207.0,East Flatbush - Flatbush,2019-01-01,6.3
Fine particles (PM 2.5),mcg/m3,CD,412.0,Jamaica and Hollis (CD12),2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),2019-01-01,6.1
Fine particles (PM 2.5),mcg/m3,CD,108.0,Upper East Side (CD8),2019-01-01,8.0
Fine particles (PM 2.5),mcg/m3,CD,101.0,Financial District (CD1),2019-01-01,8.4
Fine particles (PM 2.5),mcg/m3,CD,501.0,St. George and Stapleton (CD1),2019-01-01,6.1
Fine particles (PM 2.5),mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),2019-01-01,5.9
Fine particles (PM 2.5),mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,2019-01-01,6.6
Fine particles (PM 2.5),mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),2019-01-01,6.7
Fine particles (PM 2.5),mcg/m3,CD,206.0,Belmont and East Tremont (CD6),2019-01-01,7.2
Fine particles (PM 2.5),mcg/m3,CD,208.0,Riverdale and Fieldston (CD8),2019-01-01,6.7
Fine particles (PM 2.5),mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,CD,311.0,Bensonhurst (CD11),2019-01-01,6.2
Annual vehicle miles traveled (cars),per square mile,CD,209.0,Parkchester and Soundview (CD9),2019-01-01,65.9
Annual vehicle miles traveled (trucks),per square mile,UHF42,402.0,West Queens,2019-01-01,6.4
Annual vehicle miles traveled (cars),per square mile,UHF42,502.0,Stapleton - St. George,2019-01-01,30.4
Annual vehicle miles traveled (cars),per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2019-01-01,35.5
Annual vehicle miles traveled (cars),per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2019-01-01,43.6
Annual vehicle miles traveled (cars),per square mile,CD,407.0,Flushing and Whitestone (CD7),2019-01-01,38.3
Annual vehicle miles traveled (cars),per square mile,UHF42,404.0,Bayside - Little Neck,2019-01-01,74.1
Annual vehicle miles traveled (cars),per square mile,UHF42,304.0,Upper West Side,2019-01-01,129.2
Annual vehicle miles traveled (cars),per square mile,Borough,5.0,Staten Island,2019-01-01,21.0
Annual vehicle miles traveled (cars),per square mile,CD,314.0,Flatbush and Midwood (CD14),2019-01-01,53.5
Annual vehicle miles traveled (cars),per square mile,CD,203.0,Morrisania and Crotona (CD3),2019-01-01,38.6
Nitrogen dioxide (NO2),ppb,CD,303.0,Bedford Stuyvesant (CD3),2019-01-01,18.4
Fine particles (PM 2.5),mcg/m3,CD,413.0,Queens Village (CD13),2019-01-01,6.0
Fine particles (PM 2.5),mcg/m3,UHF34,105106107.0,South Bronx,2019-01-01,7.3
Fine particles (PM 2.5),mcg/m3,UHF34,401.0,Long Island City - Astoria,2019-01-01,8.0
Annual vehicle miles traveled (cars),per square mile,UHF42,201.0,Greenpoint,2019-01-01,78.9
Annual vehicle miles traveled (cars),per square mile,UHF42,101.0,Kingsbridge - Riverdale,2019-01-01,74.3
Annual vehicle miles traveled (cars),per square mile,UHF42,501.0,Port Richmond,2019-01-01,14.9
Annual vehicle miles traveled (trucks),per square mile,Borough,3.0,Manhattan,2019-01-01,7.3
Annual vehicle miles traveled (cars),per square mile,CD,401.0,Long Island City and Astoria (CD1),2019-01-01,38.4
Fine particles (PM 2.5),mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,UHF42,206.0,Borough Park,2019-01-01,6.3
Fine particles (PM 2.5),mcg/m3,CD,205.0,Fordham and University Heights (CD5),2019-01-01,7.3
Annual vehicle miles traveled (cars),per square mile,UHF42,102.0,Northeast Bronx,2019-01-01,42.7
Fine particles (PM 2.5),mcg/m3,UHF42,104.0,Pelham - Throgs Neck,2019-01-01,6.7
Fine particles (PM 2.5),mcg/m3,Borough,5.0,Staten Island,2019-01-01,5.9
Nitrogen dioxide (NO2),ppb,CD,314.0,Flatbush and Midwood (CD14),2019-01-01,15.8
Fine particles (PM 2.5),mcg/m3,UHF42,504.0,South Beach - Tottenville,2019-01-01,5.8
Nitrogen dioxide (NO2),ppb,CD,414.0,Rockaway and Broad Channel (CD14),2019-01-01,9.9
Annual vehicle miles traveled (cars),per square mile,UHF42,503.0,Willowbrook,2019-01-01,31.5
Annual vehicle miles traveled (trucks),per square mile,UHF42,103.0,Fordham - Bronx Pk,2019-01-01,2.1
Annual vehicle miles traveled (cars),per square mile,UHF42,105.0,Crotona -Tremont,2019-01-01,90.5
Annual vehicle miles traveled (cars),per square mile,CD,208.0,Riverdale and Fieldston (CD8),2019-01-01,52.1
Nitrogen dioxide (NO2),ppb,CD,401.0,Long Island City and Astoria (CD1),2019-01-01,18.4
Fine particles (PM 2.5),mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,2019-01-01,7.0
Fine particles (PM 2.5),mcg/m3,UHF42,102.0,Northeast Bronx,2019-01-01,6.7
Fine particles (PM 2.5),mcg/m3,UHF42,406.0,Fresh Meadows,2019-01-01,6.2
Nitrogen dioxide (NO2),ppb,CD,403.0,Jackson Heights (CD3),2019-01-01,17.6
Nitrogen dioxide (NO2),ppb,CD,404.0,Elmhurst and Corona (CD4),2019-01-01,18.2
Nitrogen dioxide (NO2),ppb,CD,112.0,Washington Heights and Inwood (CD12),2019-01-01,16.9
Nitrogen dioxide (NO2),ppb,CD,210.0,Throgs Neck and Co-op City (CD10),2019-01-01,14.6
Nitrogen dioxide (NO2),ppb,CD,410.0,South Ozone Park and Howard Beach (CD10),2019-01-01,14.5
Nitrogen dioxide (NO2),ppb,CD,110.0,Central Harlem (CD10),2019-01-01,19.8
Fine particles (PM 2.5),mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),2019-01-01,8.6
Fine particles (PM 2.5),mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),2019-01-01,8.4
Fine particles (PM 2.5),mcg/m3,UHF42,310.0,Lower Manhattan,2019-01-01,8.2
Nitrogen dioxide (NO2),ppb,UHF42,410.0,Rockaways,2019-01-01,10.0
Nitrogen dioxide (NO2),ppb,UHF34,303.0,East Harlem,2019-01-01,19.4
Fine particles (PM 2.5),mcg/m3,Citywide,1.0,New York City,2019-01-01,6.6
Fine particles (PM 2.5),mcg/m3,UHF42,208.0,Canarsie - Flatlands,2019-01-01,6.2
Fine particles (PM 2.5),mcg/m3,UHF42,305.0,Upper East Side,2019-01-01,8.0
Fine particles (PM 2.5),mcg/m3,UHF42,503.0,Willowbrook,2019-01-01,6.0
Fine particles (PM 2.5),mcg/m3,UHF42,403.0,Flushing - Clearview,2019-01-01,6.6
Nitrogen dioxide (NO2),ppb,CD,206.0,Belmont and East Tremont (CD6),2019-01-01,17.1
Nitrogen dioxide (NO2),ppb,UHF42,404.0,Bayside - Little Neck,2019-01-01,14.2
Nitrogen dioxide (NO2),ppb,UHF34,205.0,Sunset Park,2019-01-01,18.5
Nitrogen dioxide (NO2),ppb,UHF34,208.0,Canarsie - Flatlands,2019-01-01,13.1
Nitrogen dioxide (NO2),ppb,UHF42,209.0,Bensonhurst - Bay Ridge,2019-01-01,15.7
Nitrogen dioxide (NO2),ppb,UHF42,210.0,Coney Island - Sheepshead Bay,2019-01-01,13.5
Nitrogen dioxide (NO2),ppb,UHF42,301.0,Washington Heights,2019-01-01,17.3
Nitrogen dioxide (NO2),ppb,UHF42,201.0,Greenpoint,2019-01-01,21.4
Nitrogen dioxide (NO2),ppb,UHF34,503504.0,Southern SI,2019-01-01,11.0
Nitrogen dioxide (NO2),ppb,UHF42,205.0,Sunset Park,2019-01-01,18.5
Fine particles (PM 2.5),mcg/m3,UHF42,303.0,East Harlem,2019-01-01,7.1
Fine particles (PM 2.5),mcg/m3,UHF42,405.0,Ridgewood - Forest Hills,2019-01-01,6.6
Nitrogen dioxide (NO2),ppb,UHF42,403.0,Flushing - Clearview,2019-01-01,16.3
Nitrogen dioxide (NO2),ppb,UHF42,105.0,Crotona -Tremont,2019-01-01,17.6
Fine particles (PM 2.5),mcg/m3,UHF42,404.0,Bayside - Little Neck,2019-01-01,6.2
